name,model_name,data_dir,task_name,input_size,hidden_size,dropout,epochs,batch_size,learning_rate,weight_decay,training_time,accuracy,eval_time,meta_amb_precision,meta_amb_recall,meta_amb_f1-score,meta_amb_support,meta_minus_m_precision,meta_minus_m_recall,meta_minus_m_f1-score,meta_minus_m_support,meta_plus_m_precision,meta_plus_m_recall,meta_plus_m_f1-score,meta_plus_m_support,meta_zero_precision,meta_zero_recall,meta_zero_f1-score,meta_zero_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,model_size,memory,parameters
multiemo_en_all_text-run-1,MLP-LaBSE,data/multiemo2,multiemo_en_all_text,768,64,0.1,20,16,0.005,0.01,56.466159,0.8121951219512196,0.054416,0.5862068965517241,0.5,0.5396825396825397,136,0.8110236220472441,0.911504424778761,0.8583333333333333,339,0.8557692307692307,0.7841409691629956,0.8183908045977011,227,0.9652173913043478,0.940677966101695,0.9527896995708155,118,0.8045542851681367,0.7840808400108629,0.7922990942960975,820,0.8083126992238765,0.8121951219512196,0.8080191738900729,820,1886747670,1886271760,471566916
multiemo_en_all_text-run-2,MLP-LaBSE,data/multiemo2,multiemo_en_all_text,768,64,0.1,20,16,0.005,0.01,60.96381,0.774390243902439,0.053333,0.8,0.08823529411764706,0.15894039735099338,136,0.7096774193548387,0.9734513274336283,0.8208955223880596,339,0.8122270742358079,0.8193832599118943,0.8157894736842105,227,0.963963963963964,0.9067796610169492,0.9344978165938864,118,0.8214671143886526,0.6969623856200298,0.6825308025042875,820,0.7896389497080079,0.774390243902439,0.7260419866020509,820,1886747670,1886271760,471566916
multiemo_en_all_text-run-3,MLP-LaBSE,data/multiemo2,multiemo_en_all_text,768,64,0.1,20,16,0.005,0.01,54.845268,0.7878048780487805,0.043876,0.6666666666666666,0.11764705882352941,0.2,136,0.740909090909091,0.9616519174041298,0.8369704749679077,339,0.8024691358024691,0.8590308370044053,0.8297872340425532,227,0.9646017699115044,0.923728813559322,0.9437229437229437,118,0.7936616658224328,0.7155146566978466,0.7026201631833511,820,0.7778272575141055,0.7878048780487805,0.7447000006110824,820,1886747670,1886271760,471566916
multiemo_en_all_text-run-4,MLP-LaBSE,data/multiemo2,multiemo_en_all_text,768,64,0.1,20,16,0.005,0.01,54.04465,0.7609756097560976,0.046578,0.6,0.11029411764705882,0.1863354037267081,136,0.8303571428571429,0.8230088495575221,0.8266666666666667,339,0.6403508771929824,0.9647577092511013,0.7697715289982424,227,0.9487179487179487,0.940677966101695,0.9446808510638298,118,0.7548564921920184,0.7096846606393443,0.6818636126138617,820,0.7565846810976785,0.7609756097560976,0.7216976736767869,820,1886747670,1886271760,471566916
multiemo_en_all_text-run-5,MLP-LaBSE,data/multiemo2,multiemo_en_all_text,768,64,0.1,20,16,0.005,0.01,57.287943,0.8048780487804879,0.053902,0.5955056179775281,0.3897058823529412,0.4711111111111111,136,0.8306010928961749,0.8967551622418879,0.8624113475177305,339,0.8253275109170306,0.8325991189427313,0.8289473684210527,227,0.8382352941176471,0.9661016949152542,0.8976377952755905,118,0.7724173789770952,0.7712904646132037,0.7650269055813712,820,0.7912483466107262,0.8048780487804879,0.7933181346264884,820,1886747670,1886271760,471566916
