name,model_name,task_name,epochs,batch_size,learning_rate,weight_decay,warmup_steps,max_seq_length,training_time,accuracy,eval_time,z_amb_precision,z_amb_recall,z_amb_f1-score,z_amb_support,z_minus_m_precision,z_minus_m_recall,z_minus_m_f1-score,z_minus_m_support,z_plus_m_precision,z_plus_m_recall,z_plus_m_f1-score,z_plus_m_support,z_zero_precision,z_zero_recall,z_zero_f1-score,z_zero_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,model_size,gpu_memory_used,memory,parameters
multiemo_pl_all_sentence-run-2,bert-base-multilingual-cased,multiemo_pl_all_sentence,3,8,5e-05,0.01,0,512,1964.320126,0.4123585726718886,16.627398,0.0,0.0,0.0,681,0.5097276264591439,0.6170513424399435,0.5582782868101427,2123,0.33354330708661417,0.6957950065703022,0.4509261230572706,1522,0.0,0.0,0.0,1419,0.21081773338643953,0.32821158725256144,0.25230110246685333,5745,0.2767284011068041,0.4123585726718886,0.3257675130010616,5745,711510189,8716.0,711430160,177856516
multiemo_pl_all_sentence-run-3,bert-base-multilingual-cased,multiemo_pl_all_sentence,6,8,5e-05,0.01,0,512,3818.28691,0.7161009573542211,16.384561,0.5053003533568905,0.4199706314243759,0.45870088211708104,681,0.7443233424159855,0.772020725388601,0.7579190751445086,2123,0.7139379184418746,0.7706964520367937,0.7412322274881517,1522,0.7616191904047976,0.7159971811134602,0.7381038866690884,1419,0.6812952011548871,0.6696712474908078,0.6739890178547074,5745,0.7122122088142943,0.7161009573542211,0.7131353111703963,5745,711510189,8716.0,711430160,177856516
multiemo_pl_all_sentence-run-1,bert-base-multilingual-cased,multiemo_pl_all_sentence,3,8,5e-05,0.01,0,512,6320.268218,0.746562228024369,69.591829,0.5786407766990291,0.43759177679882527,0.49832775919732436,681,0.7678650687971593,0.814884597268017,0.7906764168190127,2123,0.7681818181818182,0.7772667542706965,0.7726975832789027,1522,0.7501739735560194,0.7596899224806202,0.7549019607843136,1419,0.7162154093085066,0.6973582627045397,0.7041509300198884,5745,0.7411490871605095,0.746562228024369,0.7424227747647645,5745,711510189,8716.0,711430160,177856516
multiemo_pl_all_sentence-run-2,distilbert-base-multilingual-cased,multiemo_pl_all_sentence,3,16,5e-05,0.01,0,512,2876.189362,0.7489991296779809,31.058786,0.5900383141762452,0.4522760646108664,0.5120532003325021,681,0.7279207920792079,0.8657560056523788,0.7908777969018933,2123,0.8022519352568613,0.7490144546649146,0.7747196738022426,1522,0.7963978073610023,0.7167019027484144,0.7544510385756678,1419,0.7291522122183292,0.6959371069191435,0.7080254274030764,5745,0.7481823964568123,0.7489991296779809,0.7445485047023567,5745,541351025,8716.0,541310992,135327748
multiemo_pl_all_sentence-run-3,distilbert-base-multilingual-cased,multiemo_pl_all_sentence,3,16,5e-05,0.01,0,512,927.573509,0.7395996518711924,8.60663,0.551094890510949,0.4434654919236417,0.4914564686737185,681,0.7566137566137566,0.8082901554404145,0.7815987246640856,2123,0.7647058823529411,0.7687253613666228,0.7667103538663173,1522,0.7583988563259471,0.7477096546863988,0.7530163236337828,1419,0.7077033464508985,0.6920476658542695,0.6981954677094762,5745,0.7348367198949796,0.7395996518711924,0.7362017875456099,5745,541351025,8730.0,541310992,135327748
multiemo_pl_all_sentence-run-1,distilbert-base-multilingual-cased,multiemo_pl_all_sentence,3,16,5e-05,0.01,0,512,2879.252849,0.748651000870322,31.055493,0.6272727272727273,0.4052863436123348,0.4924174843889385,681,0.7104567761419404,0.886481394253415,0.7887678122380554,2123,0.7785102175346078,0.7759526938239159,0.7772293517604475,1522,0.8446005267778753,0.6779422128259338,0.7521501172791244,1419,0.7402100619317877,0.6864156611288998,0.7026411914166415,5745,0.7517586008020096,0.748651000870322,0.741537765369667,5745,541351025,8730.0,541310992,135327748
