name,eval_task_name,model_name,task_name,epochs,batch_size,learning_rate,weight_decay,warmup_steps,max_seq_length,do_lower_case,training_time,accuracy,eval_time,z_amb_precision,z_amb_recall,z_amb_f1-score,z_amb_support,z_minus_m_precision,z_minus_m_recall,z_minus_m_f1-score,z_minus_m_support,z_plus_m_precision,z_plus_m_recall,z_plus_m_f1-score,z_plus_m_support,z_zero_precision,z_zero_recall,z_zero_f1-score,z_zero_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,model_size,memory,parameters
multiemo_en_Nmedicine_sentence-run-1,multiemo_en_medicine_sentence,distilbert-base-uncased,multiemo_en_Nmedicine_sentence,4,16,5e-05,0.01,0,128,True,460.802856,0.6569536423841059,2.551299,0.30978260869565216,0.37254901960784315,0.33827893175074186,153,0.578544061302682,0.8555240793201133,0.6902857142857143,706,0.737885462555066,0.6467181467181468,0.6893004115226338,518,0.8439108061749572,0.5540540540540541,0.6689326988443236,888,0.6175307346820893,0.6072113249250393,0.5966994391008533,2265,0.7008681288728541,0.6569536423841059,0.6579109229960537,2265,267866225,267826192,66956548
multiemo_en_Nmedicine_sentence-run-2,multiemo_en_medicine_sentence,distilbert-base-uncased,multiemo_en_Nmedicine_sentence,4,16,5e-05,0.01,0,128,True,465.040501,0.6675496688741722,2.516972,0.23404255319148937,0.43137254901960786,0.30344827586206896,153,0.6312217194570136,0.7903682719546742,0.7018867924528301,706,0.7237903225806451,0.693050193050193,0.7080867850098619,518,0.8772802653399668,0.5957207207207207,0.709590878604963,888,0.6165837151422787,0.6276279336862989,0.605753182982431,2265,0.7220305992466287,0.6675496688741722,0.6794107357681723,2265,267866225,267826192,66956548
multiemo_en_Nmedicine_sentence-run-3,multiemo_en_medicine_sentence,distilbert-base-uncased,multiemo_en_Nmedicine_sentence,4,16,5e-05,0.01,0,128,True,465.259392,0.6573951434878588,2.482716,0.27624309392265195,0.32679738562091504,0.29940119760479045,153,0.5810546875,0.8427762039660056,0.6878612716763005,706,0.6981481481481482,0.7277992277992278,0.7126654064272211,518,0.8980769230769231,0.5259009009009009,0.6633522727272727,888,0.6133807131619308,0.6058184295717624,0.5908200371088962,2265,0.7115332676283507,0.6573951434878588,0.6576847416106488,2265,267866225,267826192,66956548
multiemo_en_Nmedicine_sentence-run-4,multiemo_en_medicine_sentence,distilbert-base-uncased,multiemo_en_Nmedicine_sentence,4,16,5e-05,0.01,0,128,True,466.572566,0.658719646799117,2.49082,0.22348484848484848,0.38562091503267976,0.2829736211031175,153,0.617678381256656,0.8215297450424929,0.7051671732522797,706,0.7015810276679841,0.6853281853281853,0.693359375,518,0.89568345323741,0.5608108108108109,0.6897506925207758,888,0.6096069276617246,0.6133224140535423,0.5928127154690432,2265,0.7192317871047315,0.658719646799117,0.667903646601914,2265,267866225,267826192,66956548
multiemo_en_Nmedicine_sentence-run-5,multiemo_en_medicine_sentence,distilbert-base-uncased,multiemo_en_Nmedicine_sentence,4,16,5e-05,0.01,0,128,True,461.786596,0.6534216335540839,2.503014,0.27802690582959644,0.40522875816993464,0.3297872340425532,153,0.5966029723991507,0.7960339943342776,0.6820388349514562,706,0.718562874251497,0.694980694980695,0.7065750736015702,518,0.8280467445742905,0.5585585585585585,0.6671149966375253,888,0.6053098742636336,0.6137005015108664,0.5963790348082763,2265,0.6937134186092601,0.6534216335540839,0.6580047988626819,2265,267866225,267826192,66956548
multiemo_en_Nproducts_sentence-run-1,multiemo_en_products_sentence,distilbert-base-uncased,multiemo_en_Nproducts_sentence,4,16,5e-05,0.01,0,128,True,663.988951,0.633423180592992,0.899364,0.5813953488372093,0.19083969465648856,0.2873563218390805,131,0.7049608355091384,0.7848837209302325,0.7427785419532326,344,0.8048780487804879,0.6804123711340206,0.7374301675977654,194,0.28289473684210525,0.589041095890411,0.38222222222222224,73,0.5935322424922351,0.5612942206527882,0.5374468134030752,742,0.6677452498190112,0.633423180592992,0.6255029263194343,742,267866225,267826192,66956548
multiemo_en_Nproducts_sentence-run-2,multiemo_en_products_sentence,distilbert-base-uncased,multiemo_en_Nproducts_sentence,4,16,5e-05,0.01,0,128,True,670.346385,0.6212938005390836,0.873285,0.581081081081081,0.3282442748091603,0.4195121951219512,131,0.746268656716418,0.7267441860465116,0.7363770250368189,344,0.7763975155279503,0.6443298969072165,0.7042253521126761,194,0.25,0.589041095890411,0.3510204081632653,73,0.5884368133313623,0.5720898634133249,0.5527837451086779,742,0.6761578942648137,0.6212938005390836,0.6341159060369526,742,267866225,267826192,66956548
multiemo_en_Nproducts_sentence-run-3,multiemo_en_products_sentence,distilbert-base-uncased,multiemo_en_Nproducts_sentence,4,16,5e-05,0.01,0,128,True,681.806813,0.6091644204851752,0.884391,0.5573770491803278,0.2595419847328244,0.35416666666666663,131,0.7409638554216867,0.7151162790697675,0.727810650887574,344,0.7426900584795322,0.654639175257732,0.695890410958904,194,0.25280898876404495,0.6164383561643836,0.35856573705179284,73,0.573459987961398,0.5614339488061768,0.5341083663912344,742,0.6609769369710077,0.6091644204851752,0.61717080292381,742,267866225,267826192,66956548
multiemo_en_Nproducts_sentence-run-4,multiemo_en_products_sentence,distilbert-base-uncased,multiemo_en_Nproducts_sentence,4,16,5e-05,0.01,0,128,True,680.095336,0.610512129380054,0.881586,0.6507936507936508,0.31297709923664124,0.422680412371134,131,0.7446808510638298,0.7122093023255814,0.7280832095096582,344,0.7908496732026143,0.6237113402061856,0.6974063400576369,194,0.233502538071066,0.6301369863013698,0.34074074074074073,73,0.6049566782827902,0.5697586820174445,0.5472276756697925,742,0.6898850443401896,0.610512129380054,0.6280359327994564,742,267866225,267826192,66956548
multiemo_en_Nproducts_sentence-run-5,multiemo_en_products_sentence,distilbert-base-uncased,multiemo_en_Nproducts_sentence,4,16,5e-05,0.01,0,128,True,676.343482,0.601078167115903,0.880179,0.7435897435897436,0.22137404580152673,0.3411764705882353,131,0.7275362318840579,0.7296511627906976,0.7285921625544267,344,0.7806451612903226,0.6237113402061856,0.6934097421203438,194,0.22167487684729065,0.6164383561643836,0.32608695652173914,73,0.6183615034028537,0.5477937262406984,0.5223163329461863,742,0.6944880693780959,0.601078167115903,0.6113957673358696,742,267866225,267826192,66956548
multiemo_en_Nreviews_sentence-run-1,multiemo_en_reviews_sentence,distilbert-base-uncased,multiemo_en_Nreviews_sentence,4,16,5e-05,0.01,0,128,True,735.748241,0.466403162055336,0.412548,0.7560975609756098,0.2818181818181818,0.4105960264900662,110,0.32967032967032966,0.75,0.45801526717557256,40,0.6619718309859155,0.5465116279069767,0.5987261146496815,86,0.2,0.5882352941176471,0.29850746268656714,17,0.4869349304079637,0.5416412759607014,0.44146121775047187,253,0.6193166891656877,0.466403162055336,0.4745108550453535,253,267866225,267826192,66956548
multiemo_en_Nreviews_sentence-run-2,multiemo_en_reviews_sentence,distilbert-base-uncased,multiemo_en_Nreviews_sentence,4,16,5e-05,0.01,0,128,True,743.494655,0.5691699604743083,0.424029,0.8,0.4,0.5333333333333333,110,0.4246575342465753,0.775,0.5486725663716814,40,0.6057692307692307,0.7325581395348837,0.663157894736842,86,0.2857142857142857,0.35294117647058826,0.31578947368421056,17,0.5290352626825229,0.565124829001368,0.5152383170315168,253,0.6400774627397617,0.5691699604743083,0.5652710249863,253,267866225,267826192,66956548
multiemo_en_Nreviews_sentence-run-3,multiemo_en_reviews_sentence,distilbert-base-uncased,multiemo_en_Nreviews_sentence,4,16,5e-05,0.01,0,128,True,731.972667,0.4980237154150198,0.371915,0.7272727272727273,0.2909090909090909,0.4155844155844156,110,0.36363636363636365,0.7,0.47863247863247865,40,0.6041666666666666,0.6744186046511628,0.6373626373626373,86,0.2222222222222222,0.47058823529411764,0.3018867924528302,17,0.4793244949494949,0.5339789827135928,0.4583665810080904,253,0.5939982832275322,0.4980237154150198,0.4932997910848608,253,267866225,267826192,66956548
multiemo_en_Nreviews_sentence-run-4,multiemo_en_reviews_sentence,distilbert-base-uncased,multiemo_en_Nreviews_sentence,4,16,5e-05,0.01,0,128,True,731.26697,0.5177865612648221,0.375453,0.775,0.2818181818181818,0.41333333333333333,110,0.375,0.825,0.515625,40,0.631578947368421,0.6976744186046512,0.6629834254143646,86,0.23333333333333334,0.4117647058823529,0.2978723404255319,17,0.5037280701754385,0.5540643265762965,0.47245352479330743,253,0.626610498578462,0.5177865612648221,0.506608976440854,253,267866225,267826192,66956548
multiemo_en_Nreviews_sentence-run-5,multiemo_en_reviews_sentence,distilbert-base-uncased,multiemo_en_Nreviews_sentence,4,16,5e-05,0.01,0,128,True,736.379634,0.4782608695652174,0.363169,0.8,0.2909090909090909,0.4266666666666667,110,0.34444444444444444,0.775,0.4769230769230769,40,0.6533333333333333,0.5697674418604651,0.608695652173913,86,0.1875,0.5294117647058824,0.27692307692307694,17,0.4963194444444444,0.5412720743688596,0.4473021181716833,253,0.6369642072902942,0.4782608695652174,0.486425987371167,253,267866225,267826192,66956548
multiemo_en_hotels_sentence-run-1,multiemo_en_hotels_sentence,distilbert-base-uncased,multiemo_en_hotels_sentence,4,16,5e-05,0.01,0,128,True,320.213939,0.815291750503018,2.547539,0.6106870229007634,0.5574912891986062,0.5828779599271403,287,0.8346738159070599,0.904162633107454,0.8680297397769516,1033,0.8539638386648123,0.8480662983425414,0.851004851004851,724,0.825974025974026,0.7210884353741497,0.7699757869249395,441,0.7813246758616654,0.7577021640056878,0.7679720844084706,2485,0.8128811235623266,0.815291750503018,0.812735424486958,2485,267866225,267826192,66956548
multiemo_en_hotels_sentence-run-2,multiemo_en_hotels_sentence,distilbert-base-uncased,multiemo_en_hotels_sentence,4,16,5e-05,0.01,0,128,True,319.179569,0.8177062374245473,2.515446,0.65234375,0.5818815331010453,0.6151012891344384,287,0.8262008733624454,0.9157792836398838,0.8686868686868686,1033,0.8331143232588699,0.8756906077348067,0.8538720538720539,724,0.8823529411764706,0.6462585034013606,0.7460732984293195,441,0.7985029719494465,0.7549024819692741,0.7709333775306701,2485,0.8181008352240045,0.8177062374245473,0.8133236607427831,2485,267866225,267826192,66956548
multiemo_en_hotels_sentence-run-3,multiemo_en_hotels_sentence,distilbert-base-uncased,multiemo_en_hotels_sentence,4,16,5e-05,0.01,0,128,True,321.984703,0.8116700201207243,2.564759,0.5985401459854015,0.5714285714285714,0.5846702317290552,287,0.8451612903225807,0.8877057115198451,0.8659112370160529,1033,0.8190104166666666,0.8687845303867403,0.8431635388739945,724,0.8575418994413407,0.6961451247165533,0.7684605757196495,441,0.7800634381039974,0.7560159845129275,0.765551395834688,2485,0.8112564000488266,0.8116700201207243,0.8095083220848929,2485,267866225,267826192,66956548
multiemo_en_hotels_sentence-run-4,multiemo_en_hotels_sentence,distilbert-base-uncased,multiemo_en_hotels_sentence,4,16,5e-05,0.01,0,128,True,321.579707,0.8140845070422535,2.556331,0.6070038910505836,0.5435540069686411,0.5735294117647057,287,0.8367713004484305,0.9031945788964182,0.8687150837988827,1033,0.8569444444444444,0.8522099447513812,0.8545706371191135,724,0.806615776081425,0.7188208616780045,0.7601918465227818,441,0.7768338530062209,0.7544448480736112,0.7642517448013709,2485,0.8107606459253249,0.8140845070422535,0.8112432065720329,2485,267866225,267826192,66956548
multiemo_en_hotels_sentence-run-5,multiemo_en_hotels_sentence,distilbert-base-uncased,multiemo_en_hotels_sentence,4,16,5e-05,0.01,0,128,True,319.557781,0.8160965794768612,2.551761,0.6478260869565218,0.519163763066202,0.5764023210831721,287,0.8076923076923077,0.9351403678606002,0.866756393001346,1033,0.8583450210378681,0.8453038674033149,0.8517745302713986,724,0.869942196531792,0.6825396825396826,0.7649301143583227,441,0.7959514030546224,0.74553692021745,0.7649658396785599,2485,0.8150336195994416,0.8160965794768612,0.8107870263459854,2485,267866225,267826192,66956548
multiemo_en_medicine_sentence-run-1,multiemo_en_medicine_sentence,distilbert-base-uncased,multiemo_en_medicine_sentence,4,16,5e-05,0.01,0,128,True,310.566127,0.7752759381898455,2.520465,0.3546099290780142,0.32679738562091504,0.3401360544217687,153,0.7577464788732394,0.7620396600566572,0.7598870056497175,706,0.8041431261770244,0.8243243243243243,0.8141086749285033,518,0.8391845979614949,0.8344594594594594,0.836815358554489,888,0.6889210330224432,0.686905207365339,0.6877367733886196,2265,0.7730535962838628,0.7752759381898455,0.7740933219976079,2265,267866225,267826192,66956548
multiemo_en_medicine_sentence-run-2,multiemo_en_medicine_sentence,distilbert-base-uncased,multiemo_en_medicine_sentence,4,16,5e-05,0.01,0,128,True,308.838403,0.7924944812362031,2.503208,0.49473684210526314,0.30718954248366015,0.3790322580645161,153,0.7628458498023716,0.8201133144475921,0.7904436860068259,706,0.7970479704797048,0.833976833976834,0.8150943396226416,518,0.8481012658227848,0.829954954954955,0.8389299943084804,888,0.7256829820525311,0.6978086614657603,0.705875069500616,2265,0.7859817569808828,0.7924944812362031,0.7872997265673948,2265,267866225,267826192,66956548
multiemo_en_medicine_sentence-run-3,multiemo_en_medicine_sentence,distilbert-base-uncased,multiemo_en_medicine_sentence,4,16,5e-05,0.01,0,128,True,309.867456,0.7788079470198676,2.541067,0.36416184971098264,0.4117647058823529,0.3865030674846625,153,0.7718794835007173,0.7620396600566572,0.766928011404134,706,0.8360655737704918,0.7876447876447876,0.8111332007952285,518,0.8324145534729879,0.8502252252252253,0.8412256267409471,888,0.701130365113795,0.7029185947022558,0.7014474766062431,2265,0.7827504499136487,0.7788079470198676,0.780468653392654,2265,267866225,267826192,66956548
multiemo_en_medicine_sentence-run-4,multiemo_en_medicine_sentence,distilbert-base-uncased,multiemo_en_medicine_sentence,4,16,5e-05,0.01,0,128,True,307.07892,0.7894039735099337,2.511405,0.5294117647058824,0.23529411764705882,0.3257918552036199,153,0.7288557213930348,0.830028328611898,0.776158940397351,706,0.8138195777351248,0.8185328185328186,0.8161693936477382,518,0.8509174311926605,0.8355855855855856,0.8431818181818183,888,0.7307511237566756,0.6798602125943403,0.6903255018576319,2265,0.7826690328783046,0.7894039735099337,0.7811636053958794,2265,267866225,267826192,66956548
multiemo_en_medicine_sentence-run-5,multiemo_en_medicine_sentence,distilbert-base-uncased,multiemo_en_medicine_sentence,4,16,5e-05,0.01,0,128,True,308.257737,0.7916114790286976,2.512066,0.4791666666666667,0.3006535947712418,0.36947791164658633,153,0.71280276816609,0.8753541076487252,0.7857596948506039,706,0.822265625,0.8127413127413128,0.8174757281553398,518,0.8962025316455696,0.7972972972972973,0.8438617401668653,888,0.7276093978695816,0.6965115781146443,0.7041437687048488,2265,0.7939570402545366,0.7916114790286976,0.7876724580569963,2265,267866225,267826192,66956548
multiemo_en_products_sentence-run-1,multiemo_en_products_sentence,distilbert-base-uncased,multiemo_en_products_sentence,4,16,5e-05,0.01,0,128,True,105.177632,0.7021563342318059,0.934252,0.4435483870967742,0.4198473282442748,0.43137254901960786,131,0.771505376344086,0.8343023255813954,0.8016759776536313,344,0.8068181818181818,0.7319587628865979,0.7675675675675675,194,0.5285714285714286,0.5068493150684932,0.5174825174825174,73,0.6376108434576176,0.6232394329451902,0.629524652930831,742,0.6989368325208687,0.7021563342318059,0.6994213909956194,742,267866225,267826192,66956548
multiemo_en_products_sentence-run-2,multiemo_en_products_sentence,distilbert-base-uncased,multiemo_en_products_sentence,4,16,5e-05,0.01,0,128,True,103.562883,0.7102425876010782,0.924326,0.5606060606060606,0.2824427480916031,0.3756345177664975,131,0.7238095238095238,0.8837209302325582,0.7958115183246074,344,0.7416267942583732,0.7989690721649485,0.7692307692307692,194,0.6595744680851063,0.4246575342465753,0.5166666666666666,73,0.6714042116897659,0.5974475711839213,0.6143358679971351,742,0.6933347768008183,0.7102425876010782,0.6872166038120108,742,267866225,267826192,66956548
multiemo_en_products_sentence-run-3,multiemo_en_products_sentence,distilbert-base-uncased,multiemo_en_products_sentence,4,16,5e-05,0.01,0,128,True,112.643201,0.6994609164420486,0.929012,0.4444444444444444,0.33587786259541985,0.3826086956521739,131,0.7619047619047619,0.8372093023255814,0.7977839335180055,344,0.7562189054726368,0.7835051546391752,0.7696202531645571,194,0.546875,0.4794520547945205,0.5109489051094891,73,0.6273607779554607,0.6090110935886743,0.6152404468610564,742,0.683215367896431,0.6994609164420486,0.6889016326786327,742,267866225,267826192,66956548
multiemo_en_products_sentence-run-4,multiemo_en_products_sentence,distilbert-base-uncased,multiemo_en_products_sentence,4,16,5e-05,0.01,0,128,True,106.318986,0.7129380053908356,0.844367,0.49514563106796117,0.3893129770992366,0.4358974358974359,131,0.7609254498714653,0.8604651162790697,0.8076398362892224,344,0.748792270531401,0.7989690721649485,0.773067331670823,194,0.627906976744186,0.3698630136986301,0.46551724137931033,73,0.6581925820537533,0.6046525448104714,0.620530461309198,742,0.6977430488020274,0.7129380053908356,0.6993106317397384,742,267866225,267826192,66956548
multiemo_en_products_sentence-run-5,multiemo_en_products_sentence,distilbert-base-uncased,multiemo_en_products_sentence,4,16,5e-05,0.01,0,128,True,105.663499,0.683288409703504,0.917883,0.39520958083832336,0.5038167938931297,0.4429530201342282,131,0.7461928934010152,0.8546511627906976,0.7967479674796747,344,0.8344827586206897,0.6237113402061856,0.7138643067846607,194,0.7222222222222222,0.3561643835616438,0.4770642201834862,73,0.6745268637705627,0.5845859201129142,0.6076573786455124,742,0.7049524094533768,0.683288409703504,0.681163760162009,742,267866225,267826192,66956548
multiemo_en_reviews_sentence-run-1,multiemo_en_reviews_sentence,distilbert-base-uncased,multiemo_en_reviews_sentence,4,16,5e-05,0.01,0,128,True,47.07756,0.6284584980237155,0.356025,0.6637931034482759,0.7,0.6814159292035398,110,0.6153846153846154,0.4,0.4848484848484849,40,0.6744186046511628,0.6744186046511628,0.6744186046511628,86,0.32,0.47058823529411764,0.38095238095238104,17,0.5683990808710134,0.5612517099863201,0.555408849913892,253,0.6366506956312054,0.6284584980237155,0.6277702849111433,253,267866225,267826192,66956548
multiemo_en_reviews_sentence-run-2,multiemo_en_reviews_sentence,distilbert-base-uncased,multiemo_en_reviews_sentence,4,16,5e-05,0.01,0,128,True,48.493386,0.6047430830039525,0.362395,0.6666666666666666,0.5818181818181818,0.6213592233009707,110,0.5609756097560976,0.575,0.5679012345679012,40,0.6,0.6976744186046512,0.6451612903225806,86,0.375,0.35294117647058826,0.3636363636363636,17,0.5506605691056911,0.5518584442233553,0.5495145279569541,253,0.6076970661010958,0.6047430830039525,0.6036808422742409,253,267866225,267826192,66956548
multiemo_en_reviews_sentence-run-3,multiemo_en_reviews_sentence,distilbert-base-uncased,multiemo_en_reviews_sentence,4,16,5e-05,0.01,0,128,True,46.937968,0.6284584980237155,0.386191,0.7159090909090909,0.5727272727272728,0.6363636363636365,110,0.6086956521739131,0.7,0.6511627906976744,40,0.5922330097087378,0.7093023255813954,0.6455026455026455,86,0.4375,0.4117647058823529,0.42424242424242425,17,0.5885844381979355,0.5984485760477553,0.5893178742015952,253,0.6382109285450908,0.6284584980237155,0.6275567602895483,253,267866225,267826192,66956548
multiemo_en_reviews_sentence-run-4,multiemo_en_reviews_sentence,distilbert-base-uncased,multiemo_en_reviews_sentence,4,16,5e-05,0.01,0,128,True,55.92929,0.6126482213438735,0.389572,0.6486486486486487,0.6545454545454545,0.6515837104072398,110,0.5483870967741935,0.425,0.47887323943661964,40,0.625,0.6976744186046512,0.6593406593406593,86,0.4,0.35294117647058826,0.37500000000000006,17,0.5555089363557105,0.5325402624051735,0.5411994022961297,253,0.608050732104028,0.6126482213438735,0.6083297803381734,253,267866225,267826192,66956548
multiemo_en_reviews_sentence-run-5,multiemo_en_reviews_sentence,distilbert-base-uncased,multiemo_en_reviews_sentence,4,16,5e-05,0.01,0,128,True,48.479869,0.6363636363636364,0.372377,0.6416666666666667,0.7,0.6695652173913043,110,0.5757575757575758,0.475,0.5205479452054794,40,0.6590909090909091,0.6744186046511628,0.6666666666666666,86,0.5833333333333334,0.4117647058823529,0.4827586206896552,17,0.6149621212121212,0.5652958276333788,0.5848846124882764,253,0.6332494909570009,0.6363636363636364,0.632467674333281,253,267866225,267826192,66956548
multiemo_en_Nhotels_sentence-run-1,multiemo_en_hotels_sentence,huawei-noah/TinyBERT_General_4L_312D,multiemo_en_Nhotels_sentence,4,16,5e-05,0.01,0,128,True,196.000924,0.7195171026156941,0.845104,0.5378151260504201,0.445993031358885,0.4876190476190476,287,0.8054989816700611,0.7657308809293321,0.7851116625310174,1033,0.7431551499348109,0.787292817679558,0.7645875251509054,724,0.6004016064257028,0.6780045351473923,0.6368477103301385,441,0.6717177160202488,0.6692553162787919,0.6685414864077773,2485,0.7200220628684836,0.7195171026156941,0.7184620613786938,2485,57437831,57410096,14351500
multiemo_en_Nhotels_sentence-run-2,multiemo_en_hotels_sentence,huawei-noah/TinyBERT_General_4L_312D,multiemo_en_Nhotels_sentence,4,16,5e-05,0.01,0,128,True,214.462187,0.710261569416499,0.796432,0.5560538116591929,0.43205574912891986,0.48627450980392156,287,0.7989795918367347,0.7579864472410455,0.7779433681073026,1033,0.7420212765957447,0.7707182320441989,0.7560975609756098,724,0.5660377358490566,0.6802721088435374,0.6179196704428425,441,0.6657731039851822,0.6602581343144254,0.659558777332419,2485,0.712989701439955,0.710261569416499,0.7094943631308669,2485,57437831,57410096,14351500
multiemo_en_Nhotels_sentence-run-3,multiemo_en_hotels_sentence,huawei-noah/TinyBERT_General_4L_312D,multiemo_en_Nhotels_sentence,4,16,5e-05,0.01,0,128,True,203.195312,0.7255533199195171,0.82049,0.5365853658536586,0.45993031358885017,0.49530956848030017,287,0.8056394763343404,0.7744433688286544,0.7897334649555775,1033,0.7611336032388664,0.7790055248618785,0.7699658703071673,724,0.6079207920792079,0.6961451247165533,0.6490486257928119,441,0.6778198093765183,0.6773810829989841,0.6760143823839642,2485,0.7265108157365165,0.7255533199195171,0.7250037221448599,2485,57437831,57410096,14351500
multiemo_en_Nhotels_sentence-run-4,multiemo_en_hotels_sentence,huawei-noah/TinyBERT_General_4L_312D,multiemo_en_Nhotels_sentence,4,16,5e-05,0.01,0,128,True,194.254363,0.7235412474849094,0.840628,0.5630252100840336,0.46689895470383275,0.5104761904761905,287,0.7943192948090108,0.7850919651500484,0.7896786757546252,1033,0.7667597765363129,0.7582872928176796,0.7625000000000001,724,0.596078431372549,0.6893424036281179,0.6393270241850684,441,0.6800456782004766,0.6749051540749197,0.675495472603971,2485,0.7243962709373886,0.7235412474849094,0.7228321756083742,2485,57437831,57410096,14351500
multiemo_en_Nhotels_sentence-run-5,multiemo_en_hotels_sentence,huawei-noah/TinyBERT_General_4L_312D,multiemo_en_Nhotels_sentence,4,16,5e-05,0.01,0,128,True,188.789696,0.7062374245472837,0.795832,0.5058365758754864,0.4529616724738676,0.4779411764705882,287,0.8045501551189245,0.7531461761858664,0.778,1033,0.7517433751743375,0.744475138121547,0.7480916030534351,724,0.5661764705882353,0.6984126984126984,0.6253807106598985,441,0.6570766441892459,0.6622489212984948,0.6573533725459806,2485,0.712362750370119,0.7062374245472837,0.7075470147520165,2485,57437831,57410096,14351500
multiemo_en_Nmedicine_sentence-run-1,multiemo_en_medicine_sentence,huawei-noah/TinyBERT_General_4L_312D,multiemo_en_Nmedicine_sentence,4,16,5e-05,0.01,0,128,True,196.886473,0.6512141280353201,0.940131,0.2962962962962963,0.41830065359477125,0.3468834688346883,153,0.5819672131147541,0.8045325779036827,0.6753864447086801,706,0.7169811320754716,0.6602316602316602,0.6874371859296482,518,0.8406040268456376,0.5641891891891891,0.6752021563342319,888,0.6089621670830399,0.6118135202298258,0.5962273139518122,2265,0.694946926289788,0.6512141280353201,0.6558799019127555,2265,57437831,57410096,14351500
multiemo_en_Nmedicine_sentence-run-2,multiemo_en_medicine_sentence,huawei-noah/TinyBERT_General_4L_312D,multiemo_en_Nmedicine_sentence,4,16,5e-05,0.01,0,128,True,201.073735,0.6445916114790287,0.799452,0.3258426966292135,0.3790849673202614,0.3504531722054381,153,0.5831643002028397,0.8144475920679887,0.6796690307328606,706,0.6838842975206612,0.638996138996139,0.6606786427145709,518,0.8038897893030794,0.5585585585585585,0.6591362126245848,888,0.5991952709139485,0.597771814235737,0.5874842645693635,2265,0.6753528156928528,0.6445916114790287,0.645037600345082,2265,57437831,57410096,14351500
multiemo_en_Nmedicine_sentence-run-3,multiemo_en_medicine_sentence,huawei-noah/TinyBERT_General_4L_312D,multiemo_en_Nmedicine_sentence,4,16,5e-05,0.01,0,128,True,204.114689,0.6300220750551876,0.754166,0.26506024096385544,0.43137254901960786,0.32835820895522394,153,0.582135523613963,0.8031161473087819,0.675,706,0.6686390532544378,0.6544401544401545,0.6614634146341464,518,0.8504672897196262,0.5123873873873874,0.6394940267041462,888,0.5915755268879707,0.600329059538983,0.5760789125733792,2265,0.6857006090047482,0.6300220750551876,0.6345684549509576,2265,57437831,57410096,14351500
multiemo_en_Nmedicine_sentence-run-4,multiemo_en_medicine_sentence,huawei-noah/TinyBERT_General_4L_312D,multiemo_en_Nmedicine_sentence,4,16,5e-05,0.01,0,128,True,198.181076,0.6353200883002208,0.752177,0.2537878787878788,0.43790849673202614,0.3213429256594724,153,0.5956521739130435,0.7762039660056658,0.6740467404674048,706,0.666023166023166,0.666023166023166,0.666023166023166,518,0.8507992895204263,0.5394144144144144,0.6602343211578221,888,0.5915656270611286,0.6048875107938181,0.5804117883269664,2265,0.6886842160403057,0.6353200883002208,0.6429715424212066,2265,57437831,57410096,14351500
multiemo_en_Nmedicine_sentence-run-5,multiemo_en_medicine_sentence,huawei-noah/TinyBERT_General_4L_312D,multiemo_en_Nmedicine_sentence,4,16,5e-05,0.01,0,128,True,187.283827,0.6300220750551876,0.781975,0.24734982332155478,0.45751633986928103,0.3211009174311927,153,0.5891141942369263,0.7818696883852692,0.6719415702982349,706,0.7037037037037037,0.6235521235521235,0.6612077789150461,518,0.8225255972696246,0.5427927927927928,0.6540027137042063,888,0.5906733296329524,0.6014327361498666,0.57706324508717,2265,0.6837441028668491,0.6300220750551876,0.638754626156669,2265,57437831,57410096,14351500
multiemo_en_Nproducts_sentence-run-1,multiemo_en_products_sentence,huawei-noah/TinyBERT_General_4L_312D,multiemo_en_Nproducts_sentence,4,16,5e-05,0.01,0,128,True,314.015694,0.623989218328841,0.466379,0.6666666666666666,0.2595419847328244,0.37362637362637363,131,0.6824146981627297,0.7558139534883721,0.7172413793103449,344,0.7444444444444445,0.6907216494845361,0.716577540106952,194,0.2692307692307692,0.4794520547945205,0.3448275862068965,73,0.5906891446261525,0.5463824106250633,0.5380682198126417,742,0.6552022343360926,0.623989218328841,0.6197635390858028,742,57437831,57410096,14351500
multiemo_en_Nproducts_sentence-run-2,multiemo_en_products_sentence,huawei-noah/TinyBERT_General_4L_312D,multiemo_en_Nproducts_sentence,4,16,5e-05,0.01,0,128,True,286.837948,0.5929919137466307,0.362059,0.5806451612903226,0.2748091603053435,0.3730569948186529,131,0.7164179104477612,0.6976744186046512,0.7069219440353461,344,0.8,0.5979381443298969,0.6843657817109146,194,0.24,0.6575342465753424,0.3516483516483517,73,0.5842657679345209,0.5569889924538085,0.5289982680533163,742,0.667428945179329,0.5929919137466307,0.6071279061882072,742,57437831,57410096,14351500
multiemo_en_Nproducts_sentence-run-3,multiemo_en_products_sentence,huawei-noah/TinyBERT_General_4L_312D,multiemo_en_Nproducts_sentence,4,16,5e-05,0.01,0,128,True,272.486371,0.5929919137466307,0.352081,0.559322033898305,0.25190839694656486,0.34736842105263155,131,0.7008797653958945,0.6947674418604651,0.6978102189781022,344,0.8051948051948052,0.6391752577319587,0.7126436781609196,194,0.23404255319148937,0.6027397260273972,0.3371647509578544,73,0.5748597894201235,0.5471477056415965,0.5237467672873769,742,0.6572327821127177,0.5929919137466307,0.6043367639750723,742,57437831,57410096,14351500
