micro avg_f1-score,micro avg_support,model_name,task_name,epochs,batch_size,learning_rate,weight_decay,warmup_steps,max_seq_length,do_lower_case,training_time,accuracy,eval_time,meta_amb_precision,meta_amb_recall,meta_amb_f1-score,meta_amb_support,meta_minus_m_precision,meta_minus_m_recall,meta_minus_m_f1-score,meta_minus_m_support,meta_plus_m_precision,meta_plus_m_recall,meta_plus_m_f1-score,meta_plus_m_support,meta_zero_precision,meta_zero_recall,meta_zero_f1-score,meta_zero_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,model_size,memory,parameters,name,eval_task_name,micro avg_precision,micro avg_recall
,,bert-base-uncased,multiemo_en_Nproducts_text,4,8,5e-05,0.01,0,256,True,668.536114,0.7916666666666666,0.451552,0.5,0.6,0.5454545454545454,10,0.9090909090909091,0.8571428571428571,0.8823529411764706,35,1.0,0.5,0.6666666666666666,2,0.5,1.0,0.6666666666666666,1,0.7272727272727273,0.7392857142857143,0.6902852049910873,48,0.8191287878787877,0.7916666666666666,0.7986853832442068,48,438025389,437945360,109485316,multiemo_en_Nproducts_text-run-1,multiemo_en_products_text,,
,,bert-base-uncased,multiemo_en_Nproducts_text,4,8,5e-05,0.01,0,256,True,671.271067,0.8125,0.399699,0.5555555555555556,1.0,0.7142857142857143,10,0.9655172413793104,0.8,0.8750000000000001,35,1.0,0.5,0.6666666666666666,2,0.0,0.0,0.0,1,0.6302681992337165,0.575,0.5639880952380952,48,0.8614303959131546,0.8125,0.814608134920635,48,438025389,437945360,109485316,multiemo_en_Nproducts_text-run-2,multiemo_en_products_text,,
,,bert-base-uncased,multiemo_en_Nproducts_text,4,8,5e-05,0.01,0,256,True,672.998597,0.7916666666666666,0.429706,0.5714285714285714,0.8,0.6666666666666666,10,0.9666666666666667,0.8285714285714286,0.8923076923076922,35,0.5,0.5,0.5,2,0.0,0.0,0.0,1,0.5095238095238095,0.5321428571428571,0.5147435897435897,48,0.8447420634920636,0.7916666666666666,0.8103632478632479,48,438025389,437945360,109485316,multiemo_en_Nproducts_text-run-3,multiemo_en_products_text,,
,,bert-base-uncased,multiemo_en_Nproducts_text,4,8,5e-05,0.01,0,256,True,674.069689,0.8541666666666666,0.398687,0.6,0.9,0.7200000000000001,10,0.967741935483871,0.8571428571428571,0.909090909090909,35,1.0,0.5,0.6666666666666666,2,1.0,1.0,1.0,1,0.8919354838709678,0.8142857142857143,0.8239393939393939,48,0.8931451612903226,0.8541666666666666,0.861489898989899,48,438025389,437945360,109485316,multiemo_en_Nproducts_text-run-4,multiemo_en_products_text,,
,,bert-base-uncased,multiemo_en_Nproducts_text,4,8,5e-05,0.01,0,256,True,677.98572,0.8333333333333334,0.405483,0.5555555555555556,1.0,0.7142857142857143,10,1.0,0.8,0.888888888888889,35,1.0,0.5,0.6666666666666666,2,1.0,1.0,1.0,1,0.8888888888888888,0.825,0.8174603174603174,48,0.9074074074074074,0.8333333333333334,0.8455687830687832,48,438025389,437945360,109485316,multiemo_en_Nproducts_text-run-5,multiemo_en_products_text,,
,,bert-base-uncased,multiemo_en_Nreviews_text,4,8,5e-05,0.01,0,256,True,669.770064,0.64,0.376694,0.5714285714285714,0.4444444444444444,0.5,18,0.5714285714285714,1.0,0.7272727272727273,4,0.9090909090909091,0.7142857142857143,0.8,28,0.0,0.0,0.0,0,0.512987012987013,0.5396825396825397,0.5068181818181818,50,0.7605194805194805,0.64,0.6861818181818182,50,438025389,437945360,109485316,multiemo_en_Nreviews_text-run-1,multiemo_en_reviews_text,,
,,bert-base-uncased,multiemo_en_Nreviews_text,4,8,5e-05,0.01,0,256,True,674.888002,0.74,0.343113,0.6875,0.6111111111111112,0.6470588235294118,18,0.5,0.75,0.6,4,0.8846153846153846,0.8214285714285714,0.8518518518518519,28,0.0,0.0,0.0,0,0.5180288461538461,0.5456349206349207,0.524727668845316,50,0.7828846153846153,0.74,0.7579782135076253,50,438025389,437945360,109485316,multiemo_en_Nreviews_text-run-2,multiemo_en_reviews_text,,
,,bert-base-uncased,multiemo_en_Nreviews_text,4,8,5e-05,0.01,0,256,True,670.095442,0.68,0.342422,0.7142857142857143,0.5555555555555556,0.6250000000000001,18,0.375,0.75,0.5,4,0.84,0.75,0.7924528301886793,28,0.0,0.0,0.0,0,0.48232142857142857,0.5138888888888888,0.4793632075471698,50,0.7575428571428572,0.68,0.7087735849056603,50,438025389,437945360,109485316,multiemo_en_Nreviews_text-run-3,multiemo_en_reviews_text,,
,,bert-base-uncased,multiemo_en_Nreviews_text,4,8,5e-05,0.01,0,256,True,674.221543,0.7,0.367653,0.6470588235294118,0.6111111111111112,0.6285714285714287,18,0.42857142857142855,0.75,0.5454545454545454,4,0.875,0.75,0.8076923076923077,28,0.0,0.0,0.0,0,0.4876575630252101,0.5277777777777778,0.4954295704295704,50,0.7572268907563026,0.7,0.7222297702297703,50,438025389,437945360,109485316,multiemo_en_Nreviews_text-run-4,multiemo_en_reviews_text,,
,,bert-base-uncased,multiemo_en_Nreviews_text,4,8,5e-05,0.01,0,256,True,675.831793,0.66,0.352432,0.5882352941176471,0.5555555555555556,0.5714285714285715,18,0.3333333333333333,0.25,0.28571428571428575,4,0.88,0.7857142857142857,0.830188679245283,28,0.0,0.0,0.0,0,0.45039215686274514,0.39781746031746035,0.421832884097035,50,0.7312313725490196,0.66,0.6934770889487871,50,438025389,437945360,109485316,multiemo_en_Nreviews_text-run-5,multiemo_en_reviews_text,,
,,bert-base-uncased,multiemo_en_hotels_text,4,8,5e-05,0.01,0,256,True,347.773012,0.850632911392405,3.378949,0.7540983606557377,0.5348837209302325,0.6258503401360543,86,0.8806818181818182,0.9281437125748503,0.9037900874635569,167,0.8245614035087719,0.94,0.8785046728971964,100,0.9318181818181818,0.9761904761904762,0.9534883720930233,42,0.8477899410411274,0.8448044774238898,0.8404083681474577,395,0.844351459848096,0.850632911392405,0.8421596272803575,395,438025389,437945360,109485316,multiemo_en_hotels_text-run-1,multiemo_en_hotels_text,,
,,bert-base-uncased,multiemo_en_hotels_text,4,8,5e-05,0.01,0,256,True,349.323102,0.8658227848101265,3.370675,0.7692307692307693,0.5813953488372093,0.6622516556291391,86,0.8777777777777778,0.9461077844311377,0.9106628242074927,167,0.8611111111111112,0.93,0.8942307692307692,100,0.9761904761904762,0.9761904761904762,0.9761904761904762,42,0.8710775335775336,0.8584234023647058,0.8608339313144693,395,0.8603894839337877,0.8658227848101265,0.8593858505059093,395,438025389,437945360,109485316,multiemo_en_hotels_text-run-2,multiemo_en_hotels_text,,
,,bert-base-uncased,multiemo_en_hotels_text,4,8,5e-05,0.01,0,256,True,30388.094594,0.850632911392405,3.422091,0.675,0.627906976744186,0.6506024096385542,86,0.9290322580645162,0.8622754491017964,0.8944099378881988,167,0.8151260504201681,0.97,0.8858447488584476,100,1.0,0.9761904761904762,0.9879518072289156,42,0.8547895771211711,0.8590932255091146,0.8547022259035291,395,0.8524328914906102,0.850632911392405,0.8491056142929218,395,438025389,437945360,109485316,multiemo_en_hotels_text-run-3,multiemo_en_hotels_text,,
,,bert-base-uncased,multiemo_en_hotels_text,4,8,5e-05,0.01,0,256,True,346.413924,0.8582278481012658,3.122129,0.6781609195402298,0.686046511627907,0.6820809248554913,86,0.9141104294478528,0.8922155688622755,0.9030303030303031,167,0.8653846153846154,0.9,0.8823529411764707,100,1.0,0.9761904761904762,0.9879518072289156,42,0.8644139910931745,0.8636131391701647,0.8638539940727952,395,0.8595360565486397,0.8582278481012658,0.8587197219364414,395,438025389,437945360,109485316,multiemo_en_hotels_text-run-4,multiemo_en_hotels_text,,
,,bert-base-uncased,multiemo_en_hotels_text,4,8,5e-05,0.01,0,256,True,345.175045,0.8278481012658228,3.371002,0.7446808510638298,0.4069767441860465,0.5263157894736843,86,0.8140703517587939,0.9700598802395209,0.8852459016393442,167,0.831858407079646,0.94,0.8826291079812206,100,1.0,0.8571428571428571,0.923076923076923,42,0.8476524024755674,0.7935448703921061,0.804316930542793,395,0.8232358041599306,0.8278481012658228,0.8104591519895195,395,438025389,437945360,109485316,multiemo_en_hotels_text-run-5,multiemo_en_hotels_text,,
,,bert-base-uncased,multiemo_en_medicine_text,4,8,5e-05,0.01,0,256,True,285.658083,0.9204892966360856,2.875616,0.6923076923076923,0.4090909090909091,0.5142857142857142,22,0.9124087591240876,0.9398496240601504,0.9259259259259258,133,0.9029126213592233,0.9587628865979382,0.9299999999999999,97,1.0,0.9866666666666667,0.9932885906040269,75,0.8769072681977508,0.8235925216039162,0.8408750577039167,327,0.9148735732908794,0.9204892966360856,0.9148901472713634,327,438025389,437945360,109485316,multiemo_en_medicine_text-run-1,multiemo_en_medicine_text,,
,,bert-base-uncased,multiemo_en_medicine_text,4,8,5e-05,0.01,0,256,True,285.943855,0.8899082568807339,2.877883,0.4166666666666667,0.22727272727272727,0.29411764705882354,22,0.8962962962962963,0.9097744360902256,0.9029850746268656,133,0.8823529411764706,0.9278350515463918,0.9045226130653266,97,0.9615384615384616,1.0,0.9803921568627451,75,0.7892135914194738,0.7662205537273361,0.7705043729034402,327,0.8748553332831079,0.8899082568807339,0.8802315241367271,327,438025389,437945360,109485316,multiemo_en_medicine_text-run-2,multiemo_en_medicine_text,,
,,bert-base-uncased,multiemo_en_medicine_text,4,8,5e-05,0.01,0,256,True,283.272268,0.8960244648318043,2.877999,0.5714285714285714,0.18181818181818182,0.27586206896551724,22,0.8431372549019608,0.9699248120300752,0.9020979020979021,133,0.925531914893617,0.8969072164948454,0.9109947643979057,97,1.0,0.9733333333333334,0.9864864864864865,75,0.8350244353060372,0.755495885919109,0.7688603054869528,327,0.8852760832356887,0.8960244648318043,0.8819601380102313,327,438025389,437945360,109485316,multiemo_en_medicine_text-run-3,multiemo_en_medicine_text,,
,,bert-base-uncased,multiemo_en_medicine_text,4,8,5e-05,0.01,0,256,True,286.209676,0.9021406727828746,2.657236,0.41935483870967744,0.5909090909090909,0.4905660377358491,22,0.9453125,0.9097744360902256,0.9272030651340997,133,0.946236559139785,0.9072164948453608,0.9263157894736843,97,0.9733333333333334,0.9733333333333334,0.9733333333333334,75,0.8210593077956989,0.8453083387945026,0.8293545564192417,327,0.9166278751931867,0.9021406727828746,0.9081440124525118,327,438025389,437945360,109485316,multiemo_en_medicine_text-run-4,multiemo_en_medicine_text,,
,,bert-base-uncased,multiemo_en_medicine_text,4,8,5e-05,0.01,0,256,True,292.403859,0.9113149847094801,2.870767,0.4838709677419355,0.6818181818181818,0.5660377358490567,22,0.924812030075188,0.924812030075188,0.924812030075188,133,0.9772727272727273,0.8865979381443299,0.9297297297297297,97,0.9866666666666667,0.9866666666666667,0.9866666666666668,75,0.8431555979391293,0.8699737041760917,0.8518115405801603,327,0.9248948496506946,0.9113149847094801,0.9163199204050858,327,438025389,437945360,109485316,multiemo_en_medicine_text-run-5,multiemo_en_medicine_text,,
,,bert-base-uncased,multiemo_en_products_text,4,8,5e-05,0.01,0,256,True,52.388986,0.8125,0.407604,0.6363636363636364,0.7,0.6666666666666666,10,0.8857142857142857,0.8857142857142857,0.8857142857142857,35,0.5,0.5,0.5,2,0.0,0.0,0.0,1,0.5055194805194805,0.5214285714285714,0.513095238095238,48,0.7992424242424242,0.8125,0.8055555555555555,48,438025389,437945360,109485316,multiemo_en_products_text-run-1,multiemo_en_products_text,,
,,bert-base-uncased,multiemo_en_products_text,4,8,5e-05,0.01,0,256,True,51.874487,0.6875,0.431204,0.42105263157894735,0.8,0.5517241379310345,10,0.96,0.6857142857142857,0.7999999999999999,35,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.4077631578947368,0.49642857142857144,0.42126436781609194,48,0.7981359649122807,0.6875,0.7121647509578543,48,438025389,437945360,109485316,multiemo_en_products_text-run-2,multiemo_en_products_text,,
,,bert-base-uncased,multiemo_en_products_text,4,8,5e-05,0.01,0,256,True,48.997581,0.7916666666666666,0.430319,0.5384615384615384,0.7,0.608695652173913,10,0.8857142857142857,0.8857142857142857,0.8857142857142857,35,0.0,0.0,0.0,2,0.0,0.0,0.0,1,0.356043956043956,0.3964285714285714,0.3736024844720497,48,0.7580128205128206,0.7916666666666666,0.7726449275362319,48,438025389,437945360,109485316,multiemo_en_products_text-run-3,multiemo_en_products_text,,
,,bert-base-uncased,multiemo_en_products_text,4,8,5e-05,0.01,0,256,True,48.426474,0.7708333333333334,0.421472,0.5454545454545454,0.6,0.5714285714285713,10,0.9090909090909091,0.8571428571428571,0.8823529411764706,35,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.42613636363636365,0.48928571428571427,0.44677871148459375,48,0.7869318181818182,0.7708333333333334,0.7763188608776844,48,438025389,437945360,109485316,multiemo_en_products_text-run-4,multiemo_en_products_text,,
,,bert-base-uncased,multiemo_en_products_text,4,8,5e-05,0.01,0,256,True,51.088166,0.6875,0.421792,0.3888888888888889,0.7,0.5,10,0.9615384615384616,0.7142857142857143,0.819672131147541,35,0.25,0.5,0.3333333333333333,2,0.0,0.0,0.0,1,0.40010683760683763,0.47857142857142854,0.41325136612021857,48,0.7925569800569799,0.6875,0.7157331511839709,48,438025389,437945360,109485316,multiemo_en_products_text-run-5,multiemo_en_products_text,,
0.8000000000000002,50.0,bert-base-uncased,multiemo_en_reviews_text,4,8,5e-05,0.01,0,256,True,56.924382,,0.370178,0.7,0.7777777777777778,0.7368421052631577,18,1.0,0.25,0.4,4,0.8620689655172413,0.8928571428571429,0.8771929824561403,28,0.0,0.0,0.0,0,0.6405172413793103,0.4801587301587301,0.5035087719298246,50,0.8147586206896551,0.8,0.7884912280701754,50,438025389,437945360,109485316,multiemo_en_reviews_text-run-1,multiemo_en_reviews_text,0.8,0.8
0.68,50.0,bert-base-uncased,multiemo_en_reviews_text,4,8,5e-05,0.01,0,256,True,45.216492,,0.367795,0.5294117647058824,1.0,0.6923076923076924,18,0.0,0.0,0.0,4,1.0,0.5714285714285714,0.7272727272727273,28,0.0,0.0,0.0,0,0.38235294117647056,0.39285714285714285,0.3548951048951049,50,0.7505882352941177,0.68,0.6565034965034965,50,438025389,437945360,109485316,multiemo_en_reviews_text-run-2,multiemo_en_reviews_text,0.68,0.68
0.78,50.0,bert-base-uncased,multiemo_en_reviews_text,4,8,5e-05,0.01,0,256,True,48.547182,,0.333353,0.7058823529411765,0.6666666666666666,0.6857142857142857,18,0.5,0.25,0.3333333333333333,4,0.8387096774193549,0.9285714285714286,0.8813559322033899,28,0.0,0.0,0.0,0,0.5111480075901329,0.46130952380952384,0.4751008878127522,50,0.7637950664136622,0.78,0.7670831315577078,50,438025389,437945360,109485316,multiemo_en_reviews_text-run-3,multiemo_en_reviews_text,0.78,0.78
0.76,50.0,bert-base-uncased,multiemo_en_reviews_text,4,8,5e-05,0.01,0,256,True,45.477575,,0.331782,0.7692307692307693,0.5555555555555556,0.6451612903225806,18,0.5,0.25,0.3333333333333333,4,0.7714285714285715,0.9642857142857143,0.8571428571428572,28,0.0,0.0,0.0,0,0.5101648351648351,0.44246031746031744,0.4589093701996928,50,0.7489230769230769,0.76,0.7389247311827957,50,438025389,437945360,109485316,multiemo_en_reviews_text-run-4,multiemo_en_reviews_text,0.76,0.76
0.74,50.0,bert-base-uncased,multiemo_en_reviews_text,4,8,5e-05,0.01,0,256,True,51.562447,,0.329888,0.6086956521739131,0.7777777777777778,0.6829268292682927,18,0.5,0.25,0.3333333333333333,4,0.88,0.7857142857142857,0.830188679245283,28,0.0,0.0,0.0,0,0.49717391304347824,0.4533730158730158,0.4616122104617273,50,0.7519304347826088,0.74,0.7374259855806105,50,438025389,437945360,109485316,multiemo_en_reviews_text-run-5,multiemo_en_reviews_text,0.74,0.74
,,distilbert-base-uncased,multiemo_en_Nhotels_text,4,8,5e-05,0.01,0,256,True,195.638511,0.8151898734177215,1.509035,0.6282051282051282,0.5697674418604651,0.5975609756097561,86,0.8630952380952381,0.8682634730538922,0.8656716417910446,167,0.8245614035087719,0.94,0.8785046728971964,100,0.9714285714285714,0.8095238095238095,0.8831168831168832,42,0.8218225853094274,0.7968886811095417,0.8062135433537201,395,0.8137181927555012,0.8151898734177215,0.8124019859801829,395,267866225,267826192,66956548,multiemo_en_Nhotels_text-run-1,multiemo_en_hotels_text,,
,,distilbert-base-uncased,multiemo_en_Nhotels_text,4,8,5e-05,0.01,0,256,True,198.635885,0.810126582278481,1.527587,0.775,0.36046511627906974,0.492063492063492,86,0.8587570621468926,0.9101796407185628,0.8837209302325582,167,0.7205882352941176,0.98,0.8305084745762712,100,0.9285714285714286,0.9285714285714286,0.9285714285714286,42,0.8207291815031097,0.7948040463922652,0.7837160813609374,395,0.8129651972352984,0.810126582278481,0.789746083858037,395,267866225,267826192,66956548,multiemo_en_Nhotels_text-run-2,multiemo_en_hotels_text,,
,,distilbert-base-uncased,multiemo_en_Nhotels_text,4,8,5e-05,0.01,0,256,True,194.910711,0.8050632911392405,1.490274,0.6,0.627906976744186,0.6136363636363636,86,0.8838709677419355,0.8203592814371258,0.8509316770186335,167,0.8157894736842105,0.93,0.869158878504673,100,0.9444444444444444,0.8095238095238095,0.8717948717948718,42,0.8110262214676476,0.7969475169262803,0.8013804477386355,395,0.8112710522733949,0.8050632911392405,0.8061002273435216,395,267866225,267826192,66956548,multiemo_en_Nhotels_text-run-3,multiemo_en_hotels_text,,
,,distilbert-base-uncased,multiemo_en_Nhotels_text,4,8,5e-05,0.01,0,256,True,192.644785,0.8329113924050633,1.49077,0.7543859649122807,0.5,0.6013986013986014,86,0.8238341968911918,0.9520958083832335,0.8833333333333333,167,0.8348623853211009,0.91,0.8708133971291867,100,1.0,0.8571428571428571,0.923076923076923,42,0.8532706367811433,0.8048096663815227,0.819655563734511,395,0.8302373225199879,0.8329113924050633,0.8230063718204956,395,267866225,267826192,66956548,multiemo_en_Nhotels_text-run-4,multiemo_en_hotels_text,,
,,distilbert-base-uncased,multiemo_en_Nhotels_text,4,8,5e-05,0.01,0,256,True,198.817764,0.8050632911392405,1.490161,0.6231884057971014,0.5,0.5548387096774193,86,0.8390804597701149,0.874251497005988,0.8563049853372434,167,0.8141592920353983,0.92,0.863849765258216,100,0.9487179487179487,0.8809523809523809,0.9135802469135802,42,0.8062865265801409,0.7938009694895922,0.7971434267966148,395,0.7974246145059585,0.8050632911392405,0.7986693885563789,395,267866225,267826192,66956548,multiemo_en_Nhotels_text-run-5,multiemo_en_hotels_text,,
,,distilbert-base-uncased,multiemo_en_Nmedicine_text,4,8,5e-05,0.01,0,256,True,225.306341,0.8226299694189603,1.310476,0.36363636363636365,0.36363636363636365,0.36363636363636365,22,0.78125,0.9398496240601504,0.8532423208191127,133,0.8977272727272727,0.8144329896907216,0.8540540540540541,97,1.0,0.76,0.8636363636363636,75,0.7606534090909092,0.7194797443468088,0.7336422755364735,327,0.8378770503197108,0.8226299694189603,0.8229272146327599,327,267866225,267826192,66956548,multiemo_en_Nmedicine_text-run-1,multiemo_en_medicine_text,,
,,distilbert-base-uncased,multiemo_en_Nmedicine_text,4,8,5e-05,0.01,0,256,True,229.789129,0.8073394495412844,1.291839,0.25,0.5,0.3333333333333333,22,0.837037037037037,0.849624060150376,0.8432835820895522,133,0.9069767441860465,0.8041237113402062,0.8524590163934426,97,1.0,0.8266666666666667,0.9051094890510949,75,0.7485034453057708,0.7451036095393122,0.7335463552168557,327,0.855665657834778,0.8073394495412844,0.8258770214686232,327,267866225,267826192,66956548,multiemo_en_Nmedicine_text-run-2,multiemo_en_medicine_text,,
,,distilbert-base-uncased,multiemo_en_Nmedicine_text,4,8,5e-05,0.01,0,256,True,229.858532,0.8256880733944955,1.281854,0.3125,0.45454545454545453,0.3703703703703703,22,0.8145695364238411,0.924812030075188,0.8661971830985915,133,0.925,0.7628865979381443,0.8361581920903955,97,0.984375,0.84,0.9064748201438849,75,0.7591111341059602,0.7455610206396966,0.7448001414258106,327,0.8524950255179539,0.8256880733944955,0.8331661456997571,327,267866225,267826192,66956548,multiemo_en_Nmedicine_text-run-3,multiemo_en_medicine_text,,
,,distilbert-base-uncased,multiemo_en_Nmedicine_text,4,8,5e-05,0.01,0,256,True,230.163776,0.8012232415902141,1.291963,0.17777777777777778,0.36363636363636365,0.2388059701492537,22,0.8692307692307693,0.849624060150376,0.8593155893536121,133,0.8837209302325582,0.7835051546391752,0.8306010928961748,97,0.9848484848484849,0.8666666666666667,0.9219858156028369,75,0.7288944905223975,0.7158580612731453,0.7126771170004693,327,0.8535271254281283,0.8012232415902141,0.8234249140931367,327,267866225,267826192,66956548,multiemo_en_Nmedicine_text-run-4,multiemo_en_medicine_text,,
,,distilbert-base-uncased,multiemo_en_Nmedicine_text,4,8,5e-05,0.01,0,256,True,228.44509,0.8103975535168195,1.288237,0.25,0.36363636363636365,0.2962962962962963,22,0.8540145985401459,0.8796992481203008,0.8666666666666667,133,0.8555555555555555,0.7938144329896907,0.8235294117647058,97,0.9264705882352942,0.84,0.881118881118881,75,0.7215101855827488,0.7192875111865887,0.7169028139616375,327,0.8304529804659797,0.8103975535168195,0.8188117865757729,327,267866225,267826192,66956548,multiemo_en_Nmedicine_text-run-5,multiemo_en_medicine_text,,
,,distilbert-base-uncased,multiemo_en_Nproducts_text,4,8,5e-05,0.01,0,256,True,348.344736,0.8333333333333334,0.250884,0.6,0.9,0.7200000000000001,10,1.0,0.8571428571428571,0.923076923076923,35,0.3333333333333333,0.5,0.4,2,0.0,0.0,0.0,1,0.48333333333333334,0.5642857142857143,0.5107692307692308,48,0.8680555555555555,0.8333333333333334,0.8397435897435898,48,267866225,267826192,66956548,multiemo_en_Nproducts_text-run-1,multiemo_en_products_text,,
