name,data_dir,task_name,input_size,hidden_size,dropout,epochs,batch_size,learning_rate,weight_decay,training_time,accuracy,eval_time,z_amb_precision,z_amb_recall,z_amb_f1-score,z_amb_support,z_minus_m_precision,z_minus_m_recall,z_minus_m_f1-score,z_minus_m_support,z_plus_m_precision,z_plus_m_recall,z_plus_m_f1-score,z_plus_m_support,z_zero_precision,z_zero_recall,z_zero_f1-score,z_zero_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,model_size,memory,parameters
multiemo_en_all_sentence-run-1,data/multiemo2,multiemo_en_all_sentence,768,64,0.1,20,16,0.005,0.01,366.771709,0.6586597040905134,0.203278,0.6666666666666666,0.002936857562408223,0.005847953216374269,681,0.6189044756179025,0.8728214790390956,0.7242524916943521,2123,0.7496194824961948,0.6471747700394218,0.6946403385049364,1522,0.6582984658298466,0.6652572233967583,0.6617595513494567,1419,0.6733722726526526,0.547047582509421,0.5216250836912799,5745,0.6689261230824314,0.6586597040905134,0.6158137327374853,5745,1886747670,1886271760,471566916
multiemo_en_all_sentence-run-2,data/multiemo2,multiemo_en_all_sentence,768,64,0.1,20,16,0.005,0.01,388.259972,0.661792863359443,0.207329,0.5,0.0014684287812041115,0.002928257686676427,681,0.6617873651771957,0.8092322185586435,0.7281203644840007,2123,0.6314363143631436,0.7654402102496715,0.692010692010692,1522,0.7050691244239631,0.6469344608879493,0.6747519294377067,1419,0.6245732009910756,0.555768829619367,0.524452810904769,5745,0.6452591356465613,0.661792863359443,0.6194093887548371,5745,1886747670,1886271760,471566916
multiemo_en_all_sentence-run-3,data/multiemo2,multiemo_en_all_sentence,768,64,0.1,20,16,0.005,0.01,379.654972,0.6541340295909487,0.223818,0.0,0.0,0.0,681,0.587353910698232,0.9232218558643429,0.717948717948718,2123,0.7501939487975174,0.6353482260183968,0.6880113838491639,1522,0.7426273458445041,0.5856236786469344,0.6548463356973995,1419,0.5200438013350634,0.5360484401324186,0.5152016093738203,5745,0.5992229323299424,0.6541340295909487,0.6093273115366693,5745,1886747670,1886271760,471566916
multiemo_en_all_sentence-run-4,data/multiemo2,multiemo_en_all_sentence,768,64,0.1,20,16,0.005,0.01,414.584811,0.6727589208006962,0.226254,0.8421052631578947,0.023494860499265784,0.045714285714285714,681,0.6615271659324523,0.8487988695242581,0.7435527130183618,2123,0.6763460375075621,0.7345597897503285,0.704251968503937,1522,0.6886582653817642,0.6546863988724454,0.6712427745664741,1419,0.7171591829949183,0.5653849796615744,0.5411904354507646,5745,0.6935597223930993,0.6727589208006962,0.6325602839829816,5745,1886747670,1886271760,471566916
multiemo_en_all_sentence-run-5,data/multiemo2,multiemo_en_all_sentence,768,64,0.1,20,16,0.005,0.01,381.558158,0.6588337684943429,0.204409,0.8421052631578947,0.023494860499265784,0.045714285714285714,681,0.6868901145523971,0.7626000942063118,0.7227678571428571,2123,0.6796536796536796,0.7220762155059133,0.7002230009557183,1522,0.5998858447488584,0.740662438336857,0.662882371491643,1419,0.7021337255282075,0.562208402137087,0.532896878826126,5745,0.6818820385616703,0.6588337684943429,0.6217470986748405,5745,1886747670,1886271760,471566916
